Genre,Number of Games,Total Players,Average Playtime
506980,0,"0 .. 20,000",0
991680,0,"0 .. 20,000",0
2789710,0,"0 .. 20,000",0
2790010,0,"0 .. 20,000",0
1756710,0,"0 .. 20,000",0
679100,0,"0 .. 20,000",0
2315080,0,"0 .. 20,000",0
2409670,0,"0 .. 20,000",0
1201750,0,"0 .. 20,000",0
577780,0,"0 .. 20,000",0
1016030,0,"0 .. 20,000",0
665670,0,"0 .. 20,000",0
693430,0,"0 .. 20,000",0
1066010,0,"0 .. 20,000",0
868210,0,"0 .. 20,000",0
1070980,0,"0 .. 20,000",0
1044840,0,"0 .. 20,000",0
1109170,0,"0 .. 20,000",0
1647700,0,"0 .. 20,000",0
511830,0,"0 .. 20,000",35
877680,0,"0 .. 20,000",0
2353190,0,"0 .. 20,000",0
342540,0,"0 .. 20,000",0
391290,0,"0 .. 20,000",0
2143710,0,"0 .. 20,000",0
426240,0,"0 .. 20,000",0
2122080,0,"0 .. 20,000",0
1521820,0,"0 .. 20,000",0
626020,0,"0 .. 20,000",0
514400,0,"0 .. 20,000",3
789700,0,"0 .. 20,000",17
1287790,0,"0 .. 20,000",0
2404420,0,"0 .. 20,000",0
1280590,0,"0 .. 20,000",0
990750,0,"0 .. 20,000",0
411520,0,"0 .. 20,000",0
617750,0,"0 .. 20,000",0
2145830,0,"0 .. 20,000",0
669990,0,"0 .. 20,000",0
1256870,0,"0 .. 20,000",0
698960,0,"0 .. 20,000",0
727330,0,"0 .. 20,000",0
1140720,0,"0 .. 20,000",0
737660,0,"0 .. 20,000",0
1911010,0,"0 .. 20,000",0
2139500,0,"0 .. 20,000",0
527950,0,"0 .. 20,000",0
1331030,0,"0 .. 20,000",0
1552830,0,"0 .. 20,000",0
1395780,0,"0 .. 20,000",0
831150,0,"0 .. 20,000",0
796500,0,"0 .. 20,000",0
1499230,0,"0 .. 20,000",0
599430,0,"0 .. 20,000",0
1855930,0,"0 .. 20,000",0
468130,0,"0 .. 20,000",0
948330,0,"0 .. 20,000",0
1791650,0,"0 .. 20,000",0
733910,0,"0 .. 20,000",0
885480,0,"0 .. 20,000",0
1553180,0,"0 .. 20,000",0
2679740,0,"0 .. 20,000",0
1211610,0,"0 .. 20,000",0
2490300,0,"0 .. 20,000",0
816730,0,"0 .. 20,000",0
623800,0,"0 .. 20,000",0
611970,0,"0 .. 20,000",0
883810,0,"0 .. 20,000",0
868480,0,"0 .. 20,000",0
939740,0,"0 .. 20,000",0
638830,0,"0 .. 20,000",0
796800,0,"0 .. 20,000",0
971530,0,"0 .. 20,000",0
568240,0,"0 .. 20,000",0
1330610,0,"0 .. 20,000",0
1653980,0,"0 .. 20,000",0
955030,0,"0 .. 20,000",0
982120,0,"0 .. 20,000",0
699570,0,"0 .. 20,000",0
1111990,0,"0 .. 20,000",0
1979300,0,"0 .. 20,000",0
1289240,0,"0 .. 20,000",0
416390,0,"0 .. 20,000",0
1849070,0,"0 .. 20,000",0
1626490,0,"0 .. 20,000",0
1212640,0,"0 .. 20,000",0
859560,0,"0 .. 20,000",0
782290,0,"0 .. 20,000",0
871150,0,"0 .. 20,000",0
691680,0,"0 .. 20,000",0
806840,0,"0 .. 20,000",0
1189820,0,"0 .. 20,000",0
1342520,0,"0 .. 20,000",0
242610,0,"0 .. 20,000",0
2478940,0,"0 .. 20,000",0
466290,0,"0 .. 20,000",0
1522970,0,"0 .. 20,000",0
822840,0,"0 .. 20,000",0
1352480,0,"0 .. 20,000",0
1015120,0,"0 .. 20,000",0
556680,0,"0 .. 20,000",0
720330,0,"0 .. 20,000",0
431360,0,"0 .. 20,000",0
2169370,0,"0 .. 20,000",0
762380,0,"0 .. 20,000",0
1558290,0,"0 .. 20,000",0
1380320,0,"0 .. 20,000",0
1703500,0,"0 .. 20,000",0
698600,0,"0 .. 20,000",0
1077030,0,"0 .. 20,000",0
1019080,0,"0 .. 20,000",0
899000,0,"0 .. 20,000",0
663160,0,"0 .. 20,000",0
1152640,0,"0 .. 20,000",0
694870,0,"0 .. 20,000",0
911010,0,"0 .. 20,000",0
896510,0,"0 .. 20,000",0
432480,0,"0 .. 20,000",0
553740,0,"0 .. 20,000",0
1005920,0,"0 .. 20,000",0
1030410,0,"0 .. 20,000",0
972920,0,"0 .. 20,000",0
553560,0,"0 .. 20,000",0
703490,0,"0 .. 20,000",0
694760,0,"0 .. 20,000",0
862490,0,"0 .. 20,000",0
660730,0,"0 .. 20,000",0
791140,0,"0 .. 20,000",0
506960,0,"0 .. 20,000",0
603610,0,"0 .. 20,000",0
518000,0,"0 .. 20,000",0
1127320,0,"0 .. 20,000",0
1137050,0,"0 .. 20,000",0
800640,0,"0 .. 20,000",0
461990,0,"0 .. 20,000",0
452240,0,"0 .. 20,000",0
1101840,0,"0 .. 20,000",0
656260,0,"0 .. 20,000",0
554940,0,"0 .. 20,000",0
514370,0,"0 .. 20,000",0
1065770,0,"0 .. 20,000",0
505020,0,"0 .. 20,000",0
694660,0,"0 .. 20,000",222
560010,0,"0 .. 20,000",0
482460,0,"0 .. 20,000",0
1055020,0,"0 .. 20,000",0
818400,0,"0 .. 20,000",0
1686890,0,"0 .. 20,000",0
1659300,0,"0 .. 20,000",0
1398010,0,"0 .. 20,000",0
1482670,0,"0 .. 20,000",0
1227740,0,"0 .. 20,000",0
1118690,0,"0 .. 20,000",0
1049490,0,"0 .. 20,000",0
970260,0,"0 .. 20,000",0
931570,0,"0 .. 20,000",0
908320,0,"0 .. 20,000",0
865170,0,"0 .. 20,000",0
840790,0,"0 .. 20,000",0
790950,0,"0 .. 20,000",0
744760,0,"0 .. 20,000",0
732980,0,"0 .. 20,000",0
675160,0,"0 .. 20,000",0
537920,0,"0 .. 20,000",0
445050,0,"0 .. 20,000",0
1756900,0,"0 .. 20,000",0
668910,0,"0 .. 20,000",0
1112250,0,"0 .. 20,000",0
1109790,0,"0 .. 20,000",0
1039550,0,"0 .. 20,000",0
706570,0,"0 .. 20,000",0
881820,0,"0 .. 20,000",0
756290,0,"0 .. 20,000",0
683150,0,"0 .. 20,000",0
770120,0,"0 .. 20,000",0
661340,0,"0 .. 20,000",0
688210,0,"0 .. 20,000",0
740300,0,"0 .. 20,000",0
602540,0,"0 .. 20,000",0
1455540,0,"0 .. 20,000",0
1197500,0,"0 .. 20,000",0
1170870,0,"0 .. 20,000",0
975690,0,"0 .. 20,000",0
973350,0,"0 .. 20,000",0
881910,0,"0 .. 20,000",0
915420,0,"0 .. 20,000",0
891050,0,"0 .. 20,000",0
897770,0,"0 .. 20,000",0
856160,0,"0 .. 20,000",0
833740,0,"0 .. 20,000",0
786120,0,"0 .. 20,000",0
759040,0,"0 .. 20,000",0
728610,0,"0 .. 20,000",0
647950,0,"0 .. 20,000",0
676170,0,"0 .. 20,000",0
516530,0,"0 .. 20,000",0
496070,0,"0 .. 20,000",0
500920,0,"0 .. 20,000",0
2302760,0,"0 .. 20,000",0
2077210,0,"0 .. 20,000",0
1929770,0,"0 .. 20,000",0
1657550,0,"0 .. 20,000",0
1583730,0,"0 .. 20,000",0
1719230,0,"0 .. 20,000",0
1265380,0,"0 .. 20,000",0
1481030,0,"0 .. 20,000",0
1373890,0,"0 .. 20,000",0
1364180,0,"0 .. 20,000",0
1406980,0,"0 .. 20,000",0
1301650,0,"0 .. 20,000",0
1282580,0,"0 .. 20,000",0
1211230,0,"0 .. 20,000",0
1194650,0,"0 .. 20,000",0
1185580,0,"0 .. 20,000",0
1159040,0,"0 .. 20,000",0
1098360,0,"0 .. 20,000",0
841580,0,"0 .. 20,000",0
908030,0,"0 .. 20,000",0
1054150,0,"0 .. 20,000",0
1041650,0,"0 .. 20,000",0
996140,0,"0 .. 20,000",0
908960,0,"0 .. 20,000",0
708910,0,"0 .. 20,000",0
844620,0,"0 .. 20,000",0
819880,0,"0 .. 20,000",0
771540,0,"0 .. 20,000",0
769170,0,"0 .. 20,000",0
779160,0,"0 .. 20,000",0
757400,0,"0 .. 20,000",0
723050,0,"0 .. 20,000",0
721540,0,"0 .. 20,000",0
694160,0,"0 .. 20,000",0
676460,0,"0 .. 20,000",0
672450,0,"0 .. 20,000",0
591140,0,"0 .. 20,000",0
616050,0,"0 .. 20,000",0
612220,0,"0 .. 20,000",0
567620,0,"0 .. 20,000",0
513310,0,"0 .. 20,000",0
501420,0,"0 .. 20,000",0
456420,0,"0 .. 20,000",0
457790,0,"0 .. 20,000",0
2269770,0,"0 .. 20,000",0
2261690,0,"0 .. 20,000",0
1876060,0,"0 .. 20,000",0
1915900,0,"0 .. 20,000",0
1790810,0,"0 .. 20,000",0
1688130,0,"0 .. 20,000",0
1453820,0,"0 .. 20,000",0
1484750,0,"0 .. 20,000",0
1259160,0,"0 .. 20,000",0
768630,0,"0 .. 20,000",0
1165010,0,"0 .. 20,000",0
1149900,0,"0 .. 20,000",0
1143340,0,"0 .. 20,000",0
1143870,0,"0 .. 20,000",0
1125690,0,"0 .. 20,000",0
1109960,0,"0 .. 20,000",0
1076730,0,"0 .. 20,000",0
985420,0,"0 .. 20,000",0
851240,0,"0 .. 20,000",0
849880,0,"0 .. 20,000",0
848150,0,"0 .. 20,000",0
754380,0,"0 .. 20,000",0
818720,0,"0 .. 20,000",0
723370,0,"0 .. 20,000",0
600180,0,"0 .. 20,000",0
741080,0,"0 .. 20,000",0
693280,0,"0 .. 20,000",0
631950,0,"0 .. 20,000",0
626500,0,"0 .. 20,000",0
586890,0,"0 .. 20,000",0
595470,0,"0 .. 20,000",0
594760,0,"0 .. 20,000",0
527360,0,"0 .. 20,000",0
526960,0,"0 .. 20,000",0
384900,0,"0 .. 20,000",0
540550,0,"0 .. 20,000",0
445350,0,"0 .. 20,000",0
548740,0,"0 .. 20,000",0
548170,0,"0 .. 20,000",0
484990,0,"0 .. 20,000",0
1584140,0,"0 .. 20,000",0
579560,0,"0 .. 20,000",0
501870,0,"0 .. 20,000",0
554610,0,"0 .. 20,000",0
391480,0,"0 .. 20,000",0
503490,0,"0 .. 20,000",0
655340,0,"0 .. 20,000",0
866430,0,"0 .. 20,000",0
945870,0,"0 .. 20,000",0
911320,0,"0 .. 20,000",0
898500,0,"0 .. 20,000",0
578050,0,"0 .. 20,000",0
716060,0,"0 .. 20,000",0
766360,0,"0 .. 20,000",0
688910,0,"0 .. 20,000",0
676540,0,"0 .. 20,000",0
616570,0,"0 .. 20,000",6
2119390,0,"0 .. 20,000",0
2246070,0,"0 .. 20,000",0
2265870,0,"0 .. 20,000",0
765040,0,"0 .. 20,000",0
730170,0,"0 .. 20,000",0
968360,0,"0 .. 20,000",0
516640,0,"0 .. 20,000",0
707860,0,"0 .. 20,000",0
2051040,0,"0 .. 20,000",0
1188670,0,"0 .. 20,000",0
680250,0,"0 .. 20,000",0
2179190,0,"0 .. 20,000",0
1471850,0,"0 .. 20,000",0
979000,0,"0 .. 20,000",0
931210,0,"0 .. 20,000",0
1144350,0,"0 .. 20,000",0
1542610,0,"0 .. 20,000",0
1088910,0,"0 .. 20,000",0
619620,0,"0 .. 20,000",0
400570,0,"0 .. 20,000",0
2491260,0,"0 .. 20,000",0
759980,0,"0 .. 20,000",0
1228820,0,"0 .. 20,000",0
1842540,0,"0 .. 20,000",0
674120,0,"0 .. 20,000",0
2337000,0,"0 .. 20,000",0
760000,0,"0 .. 20,000",0
841970,0,"0 .. 20,000",0
893450,0,"0 .. 20,000",0
1069710,0,"0 .. 20,000",0
567700,0,"0 .. 20,000",0
2132870,0,"0 .. 20,000",0
590600,0,"0 .. 20,000",0
949150,0,"0 .. 20,000",0
876260,0,"0 .. 20,000",0
1668480,0,"0 .. 20,000",0
534240,0,"0 .. 20,000",0
1466530,0,"0 .. 20,000",0
1528980,0,"0 .. 20,000",0
985870,0,"0 .. 20,000",0
949330,0,"0 .. 20,000",0
1917870,0,"0 .. 20,000",0
710240,0,"0 .. 20,000",0
1092180,0,"0 .. 20,000",0
425400,0,"0 .. 20,000",0
729050,0,"0 .. 20,000",0
1859310,0,"0 .. 20,000",0
447100,0,"0 .. 20,000",0
1078780,0,"0 .. 20,000",0
929080,0,"0 .. 20,000",0
2590990,0,"0 .. 20,000",0
713440,0,"0 .. 20,000",0
803570,0,"0 .. 20,000",0
2657620,0,"0 .. 20,000",0
503700,0,"0 .. 20,000",0
1942300,0,"0 .. 20,000",0
1373250,0,"0 .. 20,000",0
1906540,0,"0 .. 20,000",0
1563170,0,"0 .. 20,000",0
1190760,0,"0 .. 20,000",0
673970,0,"0 .. 20,000",0
768470,0,"0 .. 20,000",0
1850100,0,"0 .. 20,000",0
929150,0,"0 .. 20,000",0
1838780,0,"0 .. 20,000",0
1040750,0,"0 .. 20,000",0
2584480,0,"0 .. 20,000",0
1860930,0,"0 .. 20,000",0
863170,0,"0 .. 20,000",0
516900,0,"0 .. 20,000",8
2428480,0,"0 .. 20,000",0
508680,0,"0 .. 20,000",0
1945280,0,"0 .. 20,000",0
2778560,0,"0 .. 20,000",0
1234110,0,"0 .. 20,000",0
828480,0,"0 .. 20,000",0
2329530,0,"0 .. 20,000",0
2644550,0,"0 .. 20,000",0
2100210,0,"0 .. 20,000",0
1167760,0,"0 .. 20,000",0
1425620,0,"0 .. 20,000",0
1191650,0,"0 .. 20,000",0
1258920,0,"0 .. 20,000",0
1721010,0,"0 .. 20,000",0
1936430,0,"0 .. 20,000",0
929910,0,"0 .. 20,000",0
1036800,0,"0 .. 20,000",0
1033250,0,"0 .. 20,000",0
1169500,0,"0 .. 20,000",0
777360,0,"0 .. 20,000",0
922190,0,"0 .. 20,000",0
1189750,0,"0 .. 20,000",0
845110,0,"0 .. 20,000",0
863190,0,"0 .. 20,000",0
755450,0,"0 .. 20,000",0
1553480,0,"0 .. 20,000",0
765170,0,"0 .. 20,000",0
2125580,0,"0 .. 20,000",0
1884140,0,"0 .. 20,000",0
1361570,0,"0 .. 20,000",0
672320,0,"0 .. 20,000",0
580510,0,"0 .. 20,000",0
1398950,0,"0 .. 20,000",0
1021890,0,"0 .. 20,000",0
1274440,0,"0 .. 20,000",0
757060,0,"0 .. 20,000",0
1061250,0,"0 .. 20,000",0
1029230,0,"0 .. 20,000",0
1948330,0,"0 .. 20,000",0
1277650,0,"0 .. 20,000",0
2839190,0,"0 .. 20,000",0
769160,0,"0 .. 20,000",0
3090600,0,"0 .. 20,000",0
882190,0,"0 .. 20,000",0
616650,0,"0 .. 20,000",0
1052420,0,"0 .. 20,000",0
2839440,0,"0 .. 20,000",0
436680,0,"0 .. 20,000",0
2084260,0,"0 .. 20,000",0
2792100,0,"0 .. 20,000",0
748820,0,"0 .. 20,000",0
930470,0,"0 .. 20,000",0
622610,0,"0 .. 20,000",0
877980,0,"0 .. 20,000",0
2552740,0,"0 .. 20,000",0
2654080,0,"0 .. 20,000",0
738450,0,"0 .. 20,000",0
1159960,0,"0 .. 20,000",0
2202480,0,"0 .. 20,000",0
1086250,0,"0 .. 20,000",0
588990,0,"0 .. 20,000",0
757500,0,"0 .. 20,000",0
759920,0,"0 .. 20,000",0
434580,0,"0 .. 20,000",0
713550,0,"0 .. 20,000",0
895940,0,"0 .. 20,000",0
1936630,0,"0 .. 20,000",0
3098390,0,"0 .. 20,000",0
807870,0,"0 .. 20,000",0
2879520,0,"0 .. 20,000",0
2951170,0,"0 .. 20,000",0
1139860,0,"0 .. 20,000",0
937710,0,"0 .. 20,000",0
396700,0,"0 .. 20,000",0
590660,0,"0 .. 20,000",0
894960,0,"0 .. 20,000",0
601700,0,"0 .. 20,000",0
1118320,0,"0 .. 20,000",0
2790820,0,"0 .. 20,000",0
346760,0,"0 .. 20,000",0
863670,0,"0 .. 20,000",0
1013290,0,"0 .. 20,000",0
753490,0,"0 .. 20,000",0
497270,0,"0 .. 20,000",2
1127010,0,"0 .. 20,000",0
395480,0,"0 .. 20,000",112
593730,0,"0 .. 20,000",0
1109940,0,"0 .. 20,000",0
1255680,0,"0 .. 20,000",0
513050,0,"0 .. 20,000",0
1564280,0,"0 .. 20,000",0
2107740,0,"0 .. 20,000",0
959340,0,"0 .. 20,000",0
2983500,0,"0 .. 20,000",0
332150,0,"0 .. 20,000",0
568310,0,"0 .. 20,000",0
3151030,0,"0 .. 20,000",0
2942470,0,"0 .. 20,000",0
2876080,0,"0 .. 20,000",0
2873410,0,"0 .. 20,000",0
577370,0,"0 .. 20,000",0
2146270,0,"0 .. 20,000",0
1838860,0,"0 .. 20,000",0
1599110,0,"0 .. 20,000",0
941150,0,"0 .. 20,000",0
600670,0,"0 .. 20,000",0
808220,0,"0 .. 20,000",0
3237440,0,"0 .. 20,000",0
2457280,0,"0 .. 20,000",0
3031780,0,"0 .. 20,000",0
989460,0,"0 .. 20,000",0
862990,0,"0 .. 20,000",0
1961410,0,"0 .. 20,000",0
2262790,0,"0 .. 20,000",0
3277540,0,"0 .. 20,000",0
748780,0,"0 .. 20,000",0
1002650,0,"0 .. 20,000",0
2948420,0,"0 .. 20,000",0
2200990,0,"0 .. 20,000",0
2093550,0,"0 .. 20,000",0
2376290,0,"0 .. 20,000",0
3160850,0,"0 .. 20,000",0
2516540,0,"0 .. 20,000",0
1530020,0,"0 .. 20,000",0
2213930,0,"0 .. 20,000",0
828410,0,"0 .. 20,000",0
566690,0,"0 .. 20,000",0
2062150,0,"0 .. 20,000",0
3008020,0,"0 .. 20,000",0
1981840,0,"0 .. 20,000",0
666170,0,"0 .. 20,000",0
1627030,0,"0 .. 20,000",0
468350,0,"0 .. 20,000",0
1677650,0,"0 .. 20,000",0
786170,0,"0 .. 20,000",0
2100060,0,"0 .. 20,000",0
768990,0,"0 .. 20,000",0
967290,0,"0 .. 20,000",0
786840,0,"0 .. 20,000",0
1642630,0,"0 .. 20,000",0
2160430,0,"0 .. 20,000",0
2269650,0,"0 .. 20,000",0
2395190,0,"0 .. 20,000",0
1116360,0,"0 .. 20,000",0
1287220,0,"0 .. 20,000",0
2101180,0,"0 .. 20,000",0
2102200,0,"0 .. 20,000",0
2163230,0,"0 .. 20,000",0
2384230,0,"0 .. 20,000",0
2856480,0,"0 .. 20,000",0
3026040,0,"0 .. 20,000",0
1837570,0,"0 .. 20,000",0
2176730,0,"0 .. 20,000",0
2339050,0,"0 .. 20,000",0
2576440,0,"0 .. 20,000",0
3058640,0,"0 .. 20,000",0
1927440,0,"0 .. 20,000",0
777420,0,"0 .. 20,000",0
1019820,0,"0 .. 20,000",0
1010840,0,"0 .. 20,000",0
2005580,0,"0 .. 20,000",0
2026250,0,"0 .. 20,000",0
2704940,0,"0 .. 20,000",0
2956720,0,"0 .. 20,000",0
2975040,0,"0 .. 20,000",0
893710,0,"0 .. 20,000",0
2417890,0,"0 .. 20,000",0
2510950,0,"0 .. 20,000",0
1449620,0,"0 .. 20,000",0
3164490,0,"0 .. 20,000",0
661050,0,"0 .. 20,000",0
864760,0,"0 .. 20,000",0
1071860,0,"0 .. 20,000",0
1781430,0,"0 .. 20,000",0
677770,0,"0 .. 20,000",0
2349590,0,"0 .. 20,000",0
2377340,0,"0 .. 20,000",0
3030860,0,"0 .. 20,000",0
737260,0,"0 .. 20,000",0
1103140,0,"0 .. 20,000",0
2386560,0,"0 .. 20,000",0
3090920,0,"0 .. 20,000",0
2108550,0,"0 .. 20,000",0
626570,0,"0 .. 20,000",0
2220740,0,"0 .. 20,000",0
1064320,0,"0 .. 20,000",0
1299890,0,"0 .. 20,000",0
1333860,0,"0 .. 20,000",0
1584460,0,"0 .. 20,000",0
2152420,0,"0 .. 20,000",0
2874860,0,"0 .. 20,000",0
2200450,0,"0 .. 20,000",0
961450,0,"0 .. 20,000",0
1266480,0,"0 .. 20,000",0
2137620,0,"0 .. 20,000",0
2704060,0,"0 .. 20,000",0
496520,0,"0 .. 20,000",0
718020,0,"0 .. 20,000",0
1176060,0,"0 .. 20,000",0
1966660,0,"0 .. 20,000",0
2533260,0,"0 .. 20,000",0
2928490,0,"0 .. 20,000",0
804400,0,"0 .. 20,000",0
418940,0,"0 .. 20,000",0
1909150,0,"0 .. 20,000",0
2654680,0,"0 .. 20,000",0
2818640,0,"0 .. 20,000",0
1156550,0,"0 .. 20,000",0
1427640,0,"0 .. 20,000",0
2050380,0,"0 .. 20,000",0
2349400,0,"0 .. 20,000",0
2573030,0,"0 .. 20,000",0
1477010,0,"0 .. 20,000",0
2370990,0,"0 .. 20,000",0
1323610,0,"0 .. 20,000",0
1693480,0,"0 .. 20,000",0
2216260,0,"0 .. 20,000",0
2960540,0,"0 .. 20,000",0
934260,0,"0 .. 20,000",0
1252650,0,"0 .. 20,000",0
2788200,0,"0 .. 20,000",0
729390,0,"0 .. 20,000",0
2133440,0,"0 .. 20,000",0
2602290,0,"0 .. 20,000",0
2625340,0,"0 .. 20,000",0
1128970,0,"0 .. 20,000",0
1965260,0,"0 .. 20,000",0
2493910,0,"0 .. 20,000",0
2348440,0,"0 .. 20,000",0
2871040,0,"0 .. 20,000",0
246820,0,"0 .. 20,000",0
966190,0,"0 .. 20,000",0
2408920,0,"0 .. 20,000",0
2622140,0,"0 .. 20,000",0
2534250,0,"0 .. 20,000",0
1376960,0,"0 .. 20,000",0
1460440,0,"0 .. 20,000",0
1698850,0,"0 .. 20,000",0
803020,0,"0 .. 20,000",0
2427290,0,"0 .. 20,000",0
3144160,0,"0 .. 20,000",0
1079790,0,"0 .. 20,000",0
1265510,0,"0 .. 20,000",0
3088440,0,"0 .. 20,000",0
1928030,0,"0 .. 20,000",0
2682600,0,"0 .. 20,000",0
3052520,0,"0 .. 20,000",0
1221050,0,"0 .. 20,000",0
1292550,0,"0 .. 20,000",0
1366610,0,"0 .. 20,000",0
1558670,0,"0 .. 20,000",0
1828800,0,"0 .. 20,000",0
1899300,0,"0 .. 20,000",36
1355440,0,"0 .. 20,000",0
2512080,0,"0 .. 20,000",23
2798880,0,"0 .. 20,000",0
1687100,0,"0 .. 20,000",0
611720,0,"0 .. 20,000",0
1751270,0,"0 .. 20,000",0
1871740,0,"0 .. 20,000",0
2699340,0,"0 .. 20,000",0
833500,0,"0 .. 20,000",0
2409390,0,"0 .. 20,000",0
1355640,0,"0 .. 20,000",69
2157650,0,"0 .. 20,000",0
1297660,0,"0 .. 20,000",0
2073220,0,"0 .. 20,000",0
556530,0,"0 .. 20,000",0
2180890,0,"0 .. 20,000",0
2397630,0,"0 .. 20,000",0
2899310,0,"0 .. 20,000",7
2109360,0,"0 .. 20,000",0
1544890,0,"0 .. 20,000",0
3069040,0,"0 .. 20,000",0
601400,0,"0 .. 20,000",0
2750480,0,"0 .. 20,000",189
1351360,0,"0 .. 20,000",155
1476760,0,"0 .. 20,000",0
2075120,0,"0 .. 20,000",0
2429310,0,"0 .. 20,000",0
2840890,0,"0 .. 20,000",0
1797490,0,"0 .. 20,000",0
1521100,0,"0 .. 20,000",0
1489380,0,"0 .. 20,000",1230
1718240,0,"0 .. 20,000",0
665920,0,"0 .. 20,000",7
1678320,0,"0 .. 20,000",194
2839200,0,"0 .. 20,000",0
2210800,0,"0 .. 20,000",0
1143750,0,"0 .. 20,000",0
2099680,0,"0 .. 20,000",0
856570,0,"0 .. 20,000",0
1524110,0,"0 .. 20,000",0
1684010,0,"0 .. 20,000",354
1069050,0,"0 .. 20,000",14
1929900,0,"0 .. 20,000",0
2702470,0,"0 .. 20,000",516
861030,0,"0 .. 20,000",0
862390,0,"0 .. 20,000",81
1388370,0,"0 .. 20,000",144
2286790,0,"0 .. 20,000",0
970300,0,"0 .. 20,000",0
1566540,0,"0 .. 20,000",0
1578960,0,"0 .. 20,000",0
2400960,0,"0 .. 20,000",1348
1089780,0,"0 .. 20,000",122
791770,0,"0 .. 20,000",276
2315020,0,"0 .. 20,000",20
838410,0,"0 .. 20,000",85
2216600,0,"0 .. 20,000",0
623700,0,"0 .. 20,000",164
1309820,0,"0 .. 20,000",421
1342790,0,"0 .. 20,000",85
1163690,0,"0 .. 20,000",0
1326700,0,"0 .. 20,000",0
686680,0,"0 .. 20,000",114
308600,0,"0 .. 20,000",1391
3675360,0,"0 .. 20,000",0
2173850,0,"0 .. 20,000",0
3608020,0,"0 .. 20,000",0
1020550,0,"0 .. 20,000",0
3568290,0,"0 .. 20,000",0
2821750,0,"0 .. 20,000",0
3637170,0,"0 .. 20,000",0
2716620,0,"0 .. 20,000",0
3499750,0,"0 .. 20,000",0
3636000,0,"0 .. 20,000",0
2823160,0,"0 .. 20,000",0
3318580,0,"0 .. 20,000",0
3075890,0,"0 .. 20,000",0
3094800,0,"0 .. 20,000",0
3317190,0,"0 .. 20,000",0
1481370,0,"0 .. 20,000",0
3529400,0,"0 .. 20,000",0
3628070,0,"0 .. 20,000",0
2711210,0,"0 .. 20,000",0
3397390,0,"0 .. 20,000",0
2361070,0,"0 .. 20,000",0
3428940,0,"0 .. 20,000",0
3171560,0,"0 .. 20,000",0
3425320,0,"0 .. 20,000",0
3509160,0,"0 .. 20,000",0
3616910,0,"0 .. 20,000",0
2862290,0,"0 .. 20,000",0
3388340,0,"0 .. 20,000",0
2761350,0,"0 .. 20,000",0
3130660,0,"0 .. 20,000",0
3595010,0,"0 .. 20,000",0
3455040,0,"0 .. 20,000",0
3023600,0,"0 .. 20,000",0
3558720,0,"0 .. 20,000",0
3179140,0,"0 .. 20,000",0
2370420,0,"0 .. 20,000",151
3204120,0,"0 .. 20,000",0
2440750,0,"0 .. 20,000",20
3128280,0,"0 .. 20,000",0
3177280,0,"0 .. 20,000",0
3445340,0,"0 .. 20,000",332
1914060,0,"0 .. 20,000",80
3295810,0,"0 .. 20,000",137
3191990,0,"0 .. 20,000",66
2537300,0,"0 .. 20,000",0
3124850,0,"0 .. 20,000",184
2425150,0,"0 .. 20,000",0
3339330,0,"0 .. 20,000",93
3372420,0,"0 .. 20,000",292
1372660,0,"0 .. 20,000",109
3067950,0,"0 .. 20,000",0
3358360,0,"0 .. 20,000",53
2437570,0,"0 .. 20,000",46
3392420,0,"0 .. 20,000",25
2285550,0,"0 .. 20,000",944
1054460,0,"0 .. 20,000",0
1371270,0,"0 .. 20,000",0
2439020,0,"0 .. 20,000",0
730420,0,"0 .. 20,000",0
1575380,0,"0 .. 20,000",0
1928900,0,"0 .. 20,000",0
2086490,0,"0 .. 20,000",0
1605950,0,"0 .. 20,000",0
1186950,0,"0 .. 20,000",0
1006090,0,"0 .. 20,000",0
938200,0,"0 .. 20,000",0
1486190,0,"0 .. 20,000",0
2225680,0,"0 .. 20,000",0
1837910,0,"0 .. 20,000",0
2949950,0,"0 .. 20,000",0
389710,0,"0 .. 20,000",0
2701360,0,"0 .. 20,000",0
1371760,0,"0 .. 20,000",0
2426800,0,"0 .. 20,000",0
1189190,0,"0 .. 20,000",0
1702210,0,"0 .. 20,000",0
2766220,0,"0 .. 20,000",0
374170,0,"0 .. 20,000",0
1116590,0,"0 .. 20,000",74
1453670,0,"0 .. 20,000",0
1322370,0,"0 .. 20,000",0
946340,0,"0 .. 20,000",0
676960,0,"0 .. 20,000",0
1720210,0,"0 .. 20,000",0
1134610,0,"0 .. 20,000",0
2285520,0,"0 .. 20,000",0
1206490,0,"0 .. 20,000",0
1281610,0,"0 .. 20,000",0
1666070,0,"0 .. 20,000",0
1372990,0,"0 .. 20,000",0
2055470,0,"0 .. 20,000",0
1551000,0,"0 .. 20,000",0
2828260,0,"0 .. 20,000",0
1024950,0,"0 .. 20,000",0
1290090,0,"0 .. 20,000",0
2461580,0,"0 .. 20,000",0
2521730,0,"0 .. 20,000",0
2216090,0,"0 .. 20,000",0
1464620,0,"0 .. 20,000",0
2852500,0,"0 .. 20,000",0
2215060,0,"0 .. 20,000",0
639220,0,"0 .. 20,000",0
368040,0,"0 .. 20,000",0
1217930,0,"0 .. 20,000",0
2109340,0,"0 .. 20,000",0
2788600,0,"0 .. 20,000",0
1780840,0,"0 .. 20,000",40
886630,0,"0 .. 20,000",0
