Genre,Number of Games,Total Players,Average Playtime
1177340,0,"20,000 .. 50,000",0
935110,0,"20,000 .. 50,000",0
711440,0,"20,000 .. 50,000",49
1055380,0,"20,000 .. 50,000",0
649770,0,"20,000 .. 50,000",21
886220,0,"20,000 .. 50,000",0
2815670,0,"20,000 .. 50,000",0
757630,0,"20,000 .. 50,000",42
1754170,0,"20,000 .. 50,000",0
1424120,0,"20,000 .. 50,000",0
2129140,0,"20,000 .. 50,000",0
2320860,0,"20,000 .. 50,000",0
2196780,0,"20,000 .. 50,000",0
1678590,0,"20,000 .. 50,000",0
2852630,0,"20,000 .. 50,000",0
2462000,0,"20,000 .. 50,000",0
686870,0,"20,000 .. 50,000",0
1358490,0,"20,000 .. 50,000",0
1111300,0,"20,000 .. 50,000",0
1301850,0,"20,000 .. 50,000",36
2599950,0,"20,000 .. 50,000",1
1455910,0,"20,000 .. 50,000",3063
2553050,0,"20,000 .. 50,000",116
486690,0,"20,000 .. 50,000",1617
2234890,0,"20,000 .. 50,000",0
1842480,0,"20,000 .. 50,000",0
2599370,0,"20,000 .. 50,000",249
1086630,0,"20,000 .. 50,000",0
2818210,0,"20,000 .. 50,000",0
1258980,0,"20,000 .. 50,000",0
945610,0,"20,000 .. 50,000",0
2182390,0,"20,000 .. 50,000",0
2231160,0,"20,000 .. 50,000",0
2150900,0,"20,000 .. 50,000",0
1820560,0,"20,000 .. 50,000",0
2292180,0,"20,000 .. 50,000",0
787580,0,"20,000 .. 50,000",0
1592950,0,"20,000 .. 50,000",0
1565240,0,"20,000 .. 50,000",0
3360190,0,"20,000 .. 50,000",0
1315810,0,"20,000 .. 50,000",0
1124940,0,"20,000 .. 50,000",0
1515140,0,"20,000 .. 50,000",0
1096560,0,"20,000 .. 50,000",0
1098560,0,"20,000 .. 50,000",0
1493240,0,"20,000 .. 50,000",0
3142060,0,"20,000 .. 50,000",0
779100,0,"20,000 .. 50,000",47
1401080,0,"20,000 .. 50,000",0
2373590,0,"20,000 .. 50,000",0
1364360,0,"20,000 .. 50,000",0
1447140,0,"20,000 .. 50,000",0
982380,0,"20,000 .. 50,000",0
1058270,0,"20,000 .. 50,000",0
2503220,0,"20,000 .. 50,000",77
700820,0,"20,000 .. 50,000",0
1667700,0,"20,000 .. 50,000",434
323670,0,"20,000 .. 50,000",147
1539580,0,"20,000 .. 50,000",10
1564600,0,"20,000 .. 50,000",1343
2581410,0,"20,000 .. 50,000",152
1458460,0,"20,000 .. 50,000",0
1346850,0,"20,000 .. 50,000",0
738610,0,"20,000 .. 50,000",495
845530,0,"20,000 .. 50,000",0
1618290,0,"20,000 .. 50,000",221
2418020,0,"20,000 .. 50,000",0
995470,0,"20,000 .. 50,000",0
1589830,0,"20,000 .. 50,000",0
2320460,0,"20,000 .. 50,000",0
726580,0,"20,000 .. 50,000",15
1070350,0,"20,000 .. 50,000",0
1812260,0,"20,000 .. 50,000",0
1756390,0,"20,000 .. 50,000",0
2113440,0,"20,000 .. 50,000",0
1955030,0,"20,000 .. 50,000",0
1252000,0,"20,000 .. 50,000",63
1730260,0,"20,000 .. 50,000",390
2340520,0,"20,000 .. 50,000",585
708990,0,"20,000 .. 50,000",0
1437980,0,"20,000 .. 50,000",0
1281400,0,"20,000 .. 50,000",142
3400010,0,"20,000 .. 50,000",0
3380960,0,"20,000 .. 50,000",0
3066570,0,"20,000 .. 50,000",528
2003840,0,"20,000 .. 50,000",0
2139100,0,"20,000 .. 50,000",0
1562340,0,"20,000 .. 50,000",0
1367860,0,"20,000 .. 50,000",0
2142610,0,"20,000 .. 50,000",0
1875810,0,"20,000 .. 50,000",0
1604180,0,"20,000 .. 50,000",0
2822270,0,"20,000 .. 50,000",0
1827770,0,"20,000 .. 50,000",0
1394690,0,"20,000 .. 50,000",0
939250,0,"20,000 .. 50,000",0
406400,0,"20,000 .. 50,000",0
1537980,0,"20,000 .. 50,000",0
878110,0,"20,000 .. 50,000",0
1170940,0,"20,000 .. 50,000",0
409340,0,"20,000 .. 50,000",209
699040,0,"20,000 .. 50,000",51
1679010,0,"20,000 .. 50,000",0
1198760,0,"20,000 .. 50,000",0
1215180,0,"20,000 .. 50,000",0
1184250,0,"20,000 .. 50,000",232
1079620,0,"20,000 .. 50,000",3813
740290,0,"20,000 .. 50,000",47
2736860,0,"20,000 .. 50,000",8378
1578340,0,"20,000 .. 50,000",0
1962560,0,"20,000 .. 50,000",245
637050,0,"20,000 .. 50,000",0
1693000,0,"20,000 .. 50,000",144
3419210,0,"20,000 .. 50,000",0
1863430,0,"20,000 .. 50,000",174
2697490,0,"20,000 .. 50,000",836
1450020,0,"20,000 .. 50,000",0
2644210,0,"20,000 .. 50,000",0
2050430,0,"20,000 .. 50,000",0
2442860,0,"20,000 .. 50,000",0
1600670,0,"20,000 .. 50,000",0
2025440,0,"20,000 .. 50,000",0
2385850,0,"20,000 .. 50,000",0
2527640,0,"20,000 .. 50,000",0
501210,0,"20,000 .. 50,000",104
1528300,0,"20,000 .. 50,000",0
930230,0,"20,000 .. 50,000",39
1939810,0,"20,000 .. 50,000",0
2801830,0,"20,000 .. 50,000",0
1772260,0,"20,000 .. 50,000",0
1668620,0,"20,000 .. 50,000",0
841500,0,"20,000 .. 50,000",30
1279800,0,"20,000 .. 50,000",0
2190390,0,"20,000 .. 50,000",0
1553710,0,"20,000 .. 50,000",0
411820,0,"20,000 .. 50,000",89
2103510,0,"20,000 .. 50,000",563
861350,0,"20,000 .. 50,000",39
1528240,0,"20,000 .. 50,000",0
1293650,0,"20,000 .. 50,000",0
1206600,0,"20,000 .. 50,000",236
1028590,0,"20,000 .. 50,000",101
570980,0,"20,000 .. 50,000",854
1149940,0,"20,000 .. 50,000",2
1968340,0,"20,000 .. 50,000",86
1252680,0,"20,000 .. 50,000",421
574180,0,"20,000 .. 50,000",894
2620730,0,"20,000 .. 50,000",585
2458120,0,"20,000 .. 50,000",0
3229480,0,"20,000 .. 50,000",0
1357150,0,"20,000 .. 50,000",0
432500,0,"20,000 .. 50,000",1
2171350,0,"20,000 .. 50,000",0
1380690,0,"20,000 .. 50,000",0
1425630,0,"20,000 .. 50,000",0
494820,0,"20,000 .. 50,000",0
1827730,0,"20,000 .. 50,000",0
1653520,0,"20,000 .. 50,000",0
2391300,0,"20,000 .. 50,000",0
1693140,0,"20,000 .. 50,000",0
659220,0,"20,000 .. 50,000",66
802390,0,"20,000 .. 50,000",0
1395450,0,"20,000 .. 50,000",0
639840,0,"20,000 .. 50,000",23
1911900,0,"20,000 .. 50,000",0
1757260,0,"20,000 .. 50,000",0
1394160,0,"20,000 .. 50,000",0
1527230,0,"20,000 .. 50,000",0
2414650,0,"20,000 .. 50,000",0
1925710,0,"20,000 .. 50,000",0
1474780,0,"20,000 .. 50,000",0
1562060,0,"20,000 .. 50,000",0
2452650,0,"20,000 .. 50,000",0
1353830,0,"20,000 .. 50,000",0
1503250,0,"20,000 .. 50,000",0
2752250,0,"20,000 .. 50,000",0
2504380,0,"20,000 .. 50,000",106
987850,0,"20,000 .. 50,000",0
899460,0,"20,000 .. 50,000",6
2449430,0,"20,000 .. 50,000",366
419520,0,"20,000 .. 50,000",0
1557580,0,"20,000 .. 50,000",21
877850,0,"20,000 .. 50,000",198
217120,0,"20,000 .. 50,000",112
1633370,0,"20,000 .. 50,000",447
1407180,0,"20,000 .. 50,000",209
377140,0,"20,000 .. 50,000",141
581360,0,"20,000 .. 50,000",0
2398030,0,"20,000 .. 50,000",1181
3242950,0,"20,000 .. 50,000",482
555850,0,"20,000 .. 50,000",687
296790,0,"20,000 .. 50,000",0
2274510,0,"20,000 .. 50,000",22
760640,0,"20,000 .. 50,000",2548
723420,0,"20,000 .. 50,000",22
3129820,0,"20,000 .. 50,000",0
1234500,0,"20,000 .. 50,000",0
1951840,0,"20,000 .. 50,000",0
1385880,0,"20,000 .. 50,000",0
2408210,0,"20,000 .. 50,000",0
1955980,0,"20,000 .. 50,000",0
2239960,0,"20,000 .. 50,000",0
1611830,0,"20,000 .. 50,000",0
1433040,0,"20,000 .. 50,000",0
2280870,0,"20,000 .. 50,000",0
1408420,0,"20,000 .. 50,000",0
1700800,0,"20,000 .. 50,000",0
1882750,0,"20,000 .. 50,000",0
1741650,0,"20,000 .. 50,000",0
1081470,0,"20,000 .. 50,000",0
1605640,0,"20,000 .. 50,000",0
532800,0,"20,000 .. 50,000",67
516950,0,"20,000 .. 50,000",285
431470,0,"20,000 .. 50,000",0
1400150,0,"20,000 .. 50,000",0
2615530,0,"20,000 .. 50,000",0
2873040,0,"20,000 .. 50,000",0
1559560,0,"20,000 .. 50,000",0
372740,0,"20,000 .. 50,000",252
345020,0,"20,000 .. 50,000",0
503680,0,"20,000 .. 50,000",304
2563550,0,"20,000 .. 50,000",0
1005950,0,"20,000 .. 50,000",0
744270,0,"20,000 .. 50,000",0
1360850,0,"20,000 .. 50,000",0
1575710,0,"20,000 .. 50,000",39
719200,0,"20,000 .. 50,000",0
370350,0,"20,000 .. 50,000",650
1113030,0,"20,000 .. 50,000",566
2165390,0,"20,000 .. 50,000",8
3417510,0,"20,000 .. 50,000",0
1054370,0,"20,000 .. 50,000",0
3218880,0,"20,000 .. 50,000",0
263920,0,"20,000 .. 50,000",802
2462090,0,"20,000 .. 50,000",0
1689480,0,"20,000 .. 50,000",0
977830,0,"20,000 .. 50,000",0
1432730,0,"20,000 .. 50,000",0
1604440,0,"20,000 .. 50,000",0
1998310,0,"20,000 .. 50,000",0
1571140,0,"20,000 .. 50,000",0
1769930,0,"20,000 .. 50,000",0
1825760,0,"20,000 .. 50,000",0
2758570,0,"20,000 .. 50,000",0
315540,0,"20,000 .. 50,000",7
842660,0,"20,000 .. 50,000",0
277930,0,"20,000 .. 50,000",88
786770,0,"20,000 .. 50,000",0
2461890,0,"20,000 .. 50,000",0
1323060,0,"20,000 .. 50,000",167
1470020,0,"20,000 .. 50,000",0
513760,0,"20,000 .. 50,000",39
568400,0,"20,000 .. 50,000",13
2010900,0,"20,000 .. 50,000",0
1482640,0,"20,000 .. 50,000",256
779050,0,"20,000 .. 50,000",0
1264920,0,"20,000 .. 50,000",0
1119570,0,"20,000 .. 50,000",201
1057780,0,"20,000 .. 50,000",76
1516820,0,"20,000 .. 50,000",2364
2448030,0,"20,000 .. 50,000",27
854860,0,"20,000 .. 50,000",278
1727210,0,"20,000 .. 50,000",0
1594880,0,"20,000 .. 50,000",115
3672470,0,"20,000 .. 50,000",0
2613890,0,"20,000 .. 50,000",492
2880730,0,"20,000 .. 50,000",839
1876030,0,"20,000 .. 50,000",0
1077510,0,"20,000 .. 50,000",0
2702700,0,"20,000 .. 50,000",48
1429880,0,"20,000 .. 50,000",76
601380,0,"20,000 .. 50,000",13
822110,0,"20,000 .. 50,000",19
1581500,0,"20,000 .. 50,000",0
2662780,0,"20,000 .. 50,000",239
2877540,0,"20,000 .. 50,000",374
1260470,0,"20,000 .. 50,000",0
1914530,0,"20,000 .. 50,000",0
824420,0,"20,000 .. 50,000",0
1735940,0,"20,000 .. 50,000",0
2061340,0,"20,000 .. 50,000",0
1692470,0,"20,000 .. 50,000",0
2326510,0,"20,000 .. 50,000",0
878940,0,"20,000 .. 50,000",0
2251650,0,"20,000 .. 50,000",0
1007950,0,"20,000 .. 50,000",0
2501750,0,"20,000 .. 50,000",0
1251360,0,"20,000 .. 50,000",0
2316310,0,"20,000 .. 50,000",0
2816600,0,"20,000 .. 50,000",0
954170,0,"20,000 .. 50,000",0
873050,0,"20,000 .. 50,000",0
1572150,0,"20,000 .. 50,000",0
793060,0,"20,000 .. 50,000",0
1442910,0,"20,000 .. 50,000",0
2202950,0,"20,000 .. 50,000",0
2545340,0,"20,000 .. 50,000",0
1759990,0,"20,000 .. 50,000",0
1392000,0,"20,000 .. 50,000",0
2140150,0,"20,000 .. 50,000",0
1276090,0,"20,000 .. 50,000",0
1417450,0,"20,000 .. 50,000",0
1431380,0,"20,000 .. 50,000",0
2421430,0,"20,000 .. 50,000",0
2002540,0,"20,000 .. 50,000",0
2663800,0,"20,000 .. 50,000",0
247310,0,"20,000 .. 50,000",445
1362830,0,"20,000 .. 50,000",0
1827690,0,"20,000 .. 50,000",0
845210,0,"20,000 .. 50,000",90
1200570,0,"20,000 .. 50,000",0
1761900,0,"20,000 .. 50,000",0
1048950,0,"20,000 .. 50,000",107
2242100,0,"20,000 .. 50,000",239
2498570,0,"20,000 .. 50,000",207
2160360,0,"20,000 .. 50,000",0
1133780,0,"20,000 .. 50,000",0
1794400,0,"20,000 .. 50,000",0
756360,0,"20,000 .. 50,000",54
3038580,0,"20,000 .. 50,000",0
1564660,0,"20,000 .. 50,000",0
1222930,0,"20,000 .. 50,000",0
745810,0,"20,000 .. 50,000",0
397150,0,"20,000 .. 50,000",1197
1510890,0,"20,000 .. 50,000",0
1518650,0,"20,000 .. 50,000",0
1885160,0,"20,000 .. 50,000",0
780970,0,"20,000 .. 50,000",0
1302550,0,"20,000 .. 50,000",0
1269930,0,"20,000 .. 50,000",0
965960,0,"20,000 .. 50,000",0
408440,0,"20,000 .. 50,000",0
1525540,0,"20,000 .. 50,000",0
1267560,0,"20,000 .. 50,000",0
2823070,0,"20,000 .. 50,000",0
2107810,0,"20,000 .. 50,000",0
2257170,0,"20,000 .. 50,000",0
2378810,0,"20,000 .. 50,000",0
3136560,0,"20,000 .. 50,000",0
688500,0,"20,000 .. 50,000",4
1014590,0,"20,000 .. 50,000",0
731310,0,"20,000 .. 50,000",71
1450170,0,"20,000 .. 50,000",0
1036340,0,"20,000 .. 50,000",0
291370,0,"20,000 .. 50,000",0
1885820,0,"20,000 .. 50,000",0
890110,0,"20,000 .. 50,000",0
859720,0,"20,000 .. 50,000",0
1513270,0,"20,000 .. 50,000",0
1343110,0,"20,000 .. 50,000",0
873810,0,"20,000 .. 50,000",0
2983780,0,"20,000 .. 50,000",0
1807360,0,"20,000 .. 50,000",0
1013040,0,"20,000 .. 50,000",178
393790,0,"20,000 .. 50,000",60
518040,0,"20,000 .. 50,000",0
2799930,0,"20,000 .. 50,000",1267
3725010,0,"20,000 .. 50,000",0
324190,0,"20,000 .. 50,000",216
1451870,0,"20,000 .. 50,000",0
823940,0,"20,000 .. 50,000",373
1099450,0,"20,000 .. 50,000",0
865770,0,"20,000 .. 50,000",0
2122210,0,"20,000 .. 50,000",0
1268360,0,"20,000 .. 50,000",0
2511760,0,"20,000 .. 50,000",0
1523900,0,"20,000 .. 50,000",0
680170,0,"20,000 .. 50,000",0
1463080,0,"20,000 .. 50,000",0
1529430,0,"20,000 .. 50,000",0
440120,0,"20,000 .. 50,000",0
2530930,0,"20,000 .. 50,000",0
1459250,0,"20,000 .. 50,000",0
1235920,0,"20,000 .. 50,000",0
2377300,0,"20,000 .. 50,000",0
2219830,0,"20,000 .. 50,000",0
1425410,0,"20,000 .. 50,000",0
1937930,0,"20,000 .. 50,000",0
2678300,0,"20,000 .. 50,000",0
885090,0,"20,000 .. 50,000",0
1157050,0,"20,000 .. 50,000",0
697630,0,"20,000 .. 50,000",0
1951480,0,"20,000 .. 50,000",0
1978900,0,"20,000 .. 50,000",0
935120,0,"20,000 .. 50,000",0
1981530,0,"20,000 .. 50,000",0
1593920,0,"20,000 .. 50,000",0
1657080,0,"20,000 .. 50,000",0
2202760,0,"20,000 .. 50,000",0
1291140,0,"20,000 .. 50,000",0
1854540,0,"20,000 .. 50,000",0
2489900,0,"20,000 .. 50,000",0
2967590,0,"20,000 .. 50,000",0
1091650,0,"20,000 .. 50,000",1541
1617900,0,"20,000 .. 50,000",0
2094600,0,"20,000 .. 50,000",64
3061580,0,"20,000 .. 50,000",0
1763830,0,"20,000 .. 50,000",70
1115450,0,"20,000 .. 50,000",0
1304350,0,"20,000 .. 50,000",235
987150,0,"20,000 .. 50,000",98
2630080,0,"20,000 .. 50,000",451
923910,0,"20,000 .. 50,000",122
1942110,0,"20,000 .. 50,000",262
1511630,0,"20,000 .. 50,000",123
3048930,0,"20,000 .. 50,000",0
703480,0,"20,000 .. 50,000",89
331810,0,"20,000 .. 50,000",82
2027970,0,"20,000 .. 50,000",20
2447310,0,"20,000 .. 50,000",0
485670,0,"20,000 .. 50,000",332
3297600,0,"20,000 .. 50,000",0
2177020,0,"20,000 .. 50,000",0
1135710,0,"20,000 .. 50,000",0
339910,0,"20,000 .. 50,000",468
3371650,0,"20,000 .. 50,000",0
1783780,0,"20,000 .. 50,000",1087
1914390,0,"20,000 .. 50,000",0
787250,0,"20,000 .. 50,000",660
317730,0,"20,000 .. 50,000",0
697490,0,"20,000 .. 50,000",8
673050,0,"20,000 .. 50,000",0
1787190,0,"20,000 .. 50,000",0
2052730,0,"20,000 .. 50,000",0
2868400,0,"20,000 .. 50,000",0
1748090,0,"20,000 .. 50,000",0
1494650,0,"20,000 .. 50,000",0
3093700,0,"20,000 .. 50,000",0
807050,0,"20,000 .. 50,000",0
2445310,0,"20,000 .. 50,000",0
2726020,0,"20,000 .. 50,000",0
3005360,0,"20,000 .. 50,000",0
1631470,0,"20,000 .. 50,000",288
3083950,0,"20,000 .. 50,000",0
809470,0,"20,000 .. 50,000",0
465050,0,"20,000 .. 50,000",1529
1064820,0,"20,000 .. 50,000",0
1765820,0,"20,000 .. 50,000",0
611300,0,"20,000 .. 50,000",4
1300790,0,"20,000 .. 50,000",0
1601590,0,"20,000 .. 50,000",0
1490550,0,"20,000 .. 50,000",0
1064750,0,"20,000 .. 50,000",0
951920,0,"20,000 .. 50,000",0
2266010,0,"20,000 .. 50,000",0
1095610,0,"20,000 .. 50,000",0
2296980,0,"20,000 .. 50,000",0
2293680,0,"20,000 .. 50,000",0
2064470,0,"20,000 .. 50,000",0
865370,0,"20,000 .. 50,000",0
987790,0,"20,000 .. 50,000",0
1069090,0,"20,000 .. 50,000",0
1208380,0,"20,000 .. 50,000",0
1920720,0,"20,000 .. 50,000",0
1386770,0,"20,000 .. 50,000",0
1211120,0,"20,000 .. 50,000",405
2615010,0,"20,000 .. 50,000",175
1662860,0,"20,000 .. 50,000",0
1127310,0,"20,000 .. 50,000",132
2661210,0,"20,000 .. 50,000",0
2000800,0,"20,000 .. 50,000",18
908740,0,"20,000 .. 50,000",37
1346720,0,"20,000 .. 50,000",0
617850,0,"20,000 .. 50,000",2159
443000,0,"20,000 .. 50,000",81
1079230,0,"20,000 .. 50,000",125
505060,0,"20,000 .. 50,000",93
1023980,0,"20,000 .. 50,000",98
1165870,0,"20,000 .. 50,000",38
2010030,0,"20,000 .. 50,000",319
1266600,0,"20,000 .. 50,000",179
1043340,0,"20,000 .. 50,000",941
3703570,0,"20,000 .. 50,000",0
1678250,0,"20,000 .. 50,000",0
1533680,0,"20,000 .. 50,000",100
1655990,0,"20,000 .. 50,000",0
3125250,0,"20,000 .. 50,000",154
2076810,0,"20,000 .. 50,000",0
986080,0,"20,000 .. 50,000",0
602080,0,"20,000 .. 50,000",0
784050,0,"20,000 .. 50,000",38
467900,0,"20,000 .. 50,000",0
1944670,0,"20,000 .. 50,000",8
703680,0,"20,000 .. 50,000",0
3040560,0,"20,000 .. 50,000",57
1635020,0,"20,000 .. 50,000",0
2414680,0,"20,000 .. 50,000",0
785150,0,"20,000 .. 50,000",0
1517770,0,"20,000 .. 50,000",0
612250,0,"20,000 .. 50,000",340
1838170,0,"20,000 .. 50,000",0
2170320,0,"20,000 .. 50,000",0
1594980,0,"20,000 .. 50,000",0
364670,0,"20,000 .. 50,000",0
2301750,0,"20,000 .. 50,000",0
1637570,0,"20,000 .. 50,000",0
2326960,0,"20,000 .. 50,000",0
1730980,0,"20,000 .. 50,000",0
2672260,0,"20,000 .. 50,000",0
2577290,0,"20,000 .. 50,000",0
3358020,0,"20,000 .. 50,000",0
2552310,0,"20,000 .. 50,000",66
3161060,0,"20,000 .. 50,000",0
1979130,0,"20,000 .. 50,000",0
269590,0,"20,000 .. 50,000",72
1002890,0,"20,000 .. 50,000",0
2073040,0,"20,000 .. 50,000",0
1233170,0,"20,000 .. 50,000",0
1881460,0,"20,000 .. 50,000",0
845870,0,"20,000 .. 50,000",0
2250560,0,"20,000 .. 50,000",0
682620,0,"20,000 .. 50,000",0
2467310,0,"20,000 .. 50,000",0
2421440,0,"20,000 .. 50,000",0
1725860,0,"20,000 .. 50,000",0
997560,0,"20,000 .. 50,000",0
1485650,0,"20,000 .. 50,000",335
547750,0,"20,000 .. 50,000",0
1092050,0,"20,000 .. 50,000",0
510930,0,"20,000 .. 50,000",0
2613720,0,"20,000 .. 50,000",0
843720,0,"20,000 .. 50,000",299
2000160,0,"20,000 .. 50,000",108
895140,0,"20,000 .. 50,000",48
1681600,0,"20,000 .. 50,000",830
1295900,0,"20,000 .. 50,000",395
3151710,0,"20,000 .. 50,000",0
2214220,0,"20,000 .. 50,000",126
2530470,0,"20,000 .. 50,000",359
423780,0,"20,000 .. 50,000",0
428910,0,"20,000 .. 50,000",0
1274230,0,"20,000 .. 50,000",0
2091620,0,"20,000 .. 50,000",0
1732800,0,"20,000 .. 50,000",0
2156300,0,"20,000 .. 50,000",0
730550,0,"20,000 .. 50,000",9
759540,0,"20,000 .. 50,000",0
537630,0,"20,000 .. 50,000",0
3318000,0,"20,000 .. 50,000",0
2725010,0,"20,000 .. 50,000",0
660830,0,"20,000 .. 50,000",0
2731760,0,"20,000 .. 50,000",0
2892850,0,"20,000 .. 50,000",0
1358650,0,"20,000 .. 50,000",0
787170,0,"20,000 .. 50,000",0
1722580,0,"20,000 .. 50,000",0
1921130,0,"20,000 .. 50,000",0
1422270,0,"20,000 .. 50,000",0
2148240,0,"20,000 .. 50,000",0
1914700,0,"20,000 .. 50,000",0
2115080,0,"20,000 .. 50,000",0
1813470,0,"20,000 .. 50,000",0
2954150,0,"20,000 .. 50,000",0
2843810,0,"20,000 .. 50,000",0
2334250,0,"20,000 .. 50,000",0
1488170,0,"20,000 .. 50,000",0
1605440,0,"20,000 .. 50,000",0
1560330,0,"20,000 .. 50,000",0
1381450,0,"20,000 .. 50,000",0
689830,0,"20,000 .. 50,000",0
2281520,0,"20,000 .. 50,000",0
1373230,0,"20,000 .. 50,000",0
1234580,0,"20,000 .. 50,000",0
1684880,0,"20,000 .. 50,000",0
934250,0,"20,000 .. 50,000",0
2000000,0,"20,000 .. 50,000",0
1697630,0,"20,000 .. 50,000",0
1681110,0,"20,000 .. 50,000",0
2707990,0,"20,000 .. 50,000",0
2256920,0,"20,000 .. 50,000",0
884350,0,"20,000 .. 50,000",0
931220,0,"20,000 .. 50,000",0
567320,0,"20,000 .. 50,000",9
1458990,0,"20,000 .. 50,000",0
1476680,0,"20,000 .. 50,000",54
1694260,0,"20,000 .. 50,000",467
775620,0,"20,000 .. 50,000",0
1151720,0,"20,000 .. 50,000",0
2199580,0,"20,000 .. 50,000",10
1392650,0,"20,000 .. 50,000",14
1821680,0,"20,000 .. 50,000",557
347170,0,"20,000 .. 50,000",190
2302150,0,"20,000 .. 50,000",179
750170,0,"20,000 .. 50,000",1198
2823890,0,"20,000 .. 50,000",41
3514690,0,"20,000 .. 50,000",0
445550,0,"20,000 .. 50,000",221
1427420,0,"20,000 .. 50,000",0
1986940,0,"20,000 .. 50,000",0
664460,0,"20,000 .. 50,000",0
1358830,0,"20,000 .. 50,000",0
1018610,0,"20,000 .. 50,000",0
1393830,0,"20,000 .. 50,000",0
1602000,0,"20,000 .. 50,000",1252
2789400,0,"20,000 .. 50,000",0
2186100,0,"20,000 .. 50,000",0
376620,0,"20,000 .. 50,000",0
1171870,0,"20,000 .. 50,000",0
1633140,0,"20,000 .. 50,000",0
498630,0,"20,000 .. 50,000",0
1602810,0,"20,000 .. 50,000",0
3378830,0,"20,000 .. 50,000",0
1596690,0,"20,000 .. 50,000",0
3376640,0,"20,000 .. 50,000",0
2882610,0,"20,000 .. 50,000",0
2567530,0,"20,000 .. 50,000",0
991790,0,"20,000 .. 50,000",0
510060,0,"20,000 .. 50,000",0
344820,0,"20,000 .. 50,000",105
1274540,0,"20,000 .. 50,000",0
1822770,0,"20,000 .. 50,000",0
2987150,0,"0 .. 20,000",0
513060,0,"0 .. 20,000",0
993860,0,"0 .. 20,000",0
994250,0,"0 .. 20,000",0
1631290,0,"0 .. 20,000",0
2394460,0,"0 .. 20,000",0
1855380,0,"0 .. 20,000",0
1295420,0,"0 .. 20,000",0
2347210,0,"0 .. 20,000",0
1523630,0,"0 .. 20,000",0
2980220,0,"0 .. 20,000",0
2978220,0,"0 .. 20,000",0
2307430,0,"0 .. 20,000",0
1494670,0,"0 .. 20,000",0
1061600,0,"0 .. 20,000",0
1831670,0,"0 .. 20,000",0
670490,0,"0 .. 20,000",202
1323860,0,"0 .. 20,000",0
1986790,0,"0 .. 20,000",0
1662010,0,"0 .. 20,000",55
378480,0,"0 .. 20,000",56
1670810,0,"0 .. 20,000",300
1070150,0,"0 .. 20,000",41
1154120,0,"0 .. 20,000",79
2921650,0,"0 .. 20,000",29
1090800,0,"0 .. 20,000",0
1762570,0,"0 .. 20,000",749
1148480,0,"0 .. 20,000",0
1305080,0,"0 .. 20,000",314
2300230,0,"0 .. 20,000",217
3204920,0,"0 .. 20,000",0
3265070,0,"0 .. 20,000",65
2157710,0,"0 .. 20,000",75
2127550,0,"0 .. 20,000",0
1844340,0,"0 .. 20,000",0
685110,0,"0 .. 20,000",0
1617420,0,"0 .. 20,000",4
2145190,0,"0 .. 20,000",0
984610,0,"0 .. 20,000",52
1480930,0,"0 .. 20,000",0
909970,0,"0 .. 20,000",42
1063590,0,"0 .. 20,000",76
2096310,0,"0 .. 20,000",61
1206670,0,"0 .. 20,000",156
1077530,0,"0 .. 20,000",176
3649760,0,"0 .. 20,000",0
3584190,0,"0 .. 20,000",0
3245050,0,"0 .. 20,000",0
460730,0,"0 .. 20,000",0
2537550,0,"0 .. 20,000",0
2416770,0,"0 .. 20,000",0
1509450,0,"0 .. 20,000",0
1288430,0,"0 .. 20,000",0
2787750,0,"0 .. 20,000",0
2659690,0,"0 .. 20,000",0
3498390,0,"0 .. 20,000",1099
1749430,0,"0 .. 20,000",0
1070320,0,"0 .. 20,000",772
894330,0,"0 .. 20,000",0
1576900,0,"0 .. 20,000",0
1282770,0,"0 .. 20,000",0
1401530,0,"0 .. 20,000",0
652330,0,"0 .. 20,000",0
467570,0,"0 .. 20,000",16
922080,0,"0 .. 20,000",0
1898630,0,"0 .. 20,000",0
1476870,0,"0 .. 20,000",0
1554050,0,"0 .. 20,000",0
1969230,0,"0 .. 20,000",0
1975090,0,"0 .. 20,000",0
1867550,0,"0 .. 20,000",0
2098670,0,"0 .. 20,000",0
1771930,0,"0 .. 20,000",0
1565610,0,"0 .. 20,000",0
2669950,0,"0 .. 20,000",0
3367170,0,"0 .. 20,000",0
1305260,0,"0 .. 20,000",0
2329490,0,"0 .. 20,000",0
3070410,0,"0 .. 20,000",0
2899880,0,"0 .. 20,000",0
859990,0,"0 .. 20,000",0
769420,0,"0 .. 20,000",0
761040,0,"0 .. 20,000",0
462440,0,"0 .. 20,000",206
829080,0,"0 .. 20,000",0
2225730,0,"0 .. 20,000",0
1440470,0,"0 .. 20,000",0
269350,0,"0 .. 20,000",34
1338730,0,"0 .. 20,000",0
1929550,0,"0 .. 20,000",0
1703330,0,"0 .. 20,000",0
2315800,0,"0 .. 20,000",0
1202830,0,"0 .. 20,000",0
1956240,0,"0 .. 20,000",0
1592210,0,"0 .. 20,000",0
2072690,0,"0 .. 20,000",0
1516730,0,"0 .. 20,000",0
2116460,0,"0 .. 20,000",0
801010,0,"0 .. 20,000",49
1162140,0,"0 .. 20,000",0
1855660,0,"0 .. 20,000",0
2526410,0,"0 .. 20,000",221
1430750,0,"0 .. 20,000",22
1328490,0,"0 .. 20,000",0
1670120,0,"0 .. 20,000",28
1874190,0,"0 .. 20,000",0
